Company,Origin,Ref,Review Date,Cocoa Percent,Company Location,Rating,Bean Type,Broad Bean Origin,Latitude,Longitude
Lonohana,"Haleiwa E, O'ahu, 2014",1395,2014,75%,U.S.A.,3.75, ,Hawaii,37.09024,-95.712891
Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,71%,U.S.A.,3, ,Hawaii,37.09024,-95.712891
Lonohana,"Opaeula Estate, O'ahu, Ele'ele",1097,2013,72%,U.S.A.,3, ,Hawaii,37.09024,-95.712891
Lonohana,"Hawaiian Crown, Kona Vanilla",1097,2013,70%,U.S.A.,3.5, ,Hawaii,37.09024,-95.712891
Love Bar,Nicaragua,1502,2015,75%,U.S.A.,2, ,Nicaragua,37.09024,-95.712891
Luker,Selva,552,2010,46%,Colombia,2.75, ,"Colombia, Ecuador",4.570868,-74.297333
Luker,Macondo,552,2010,60%,Colombia,3, ,"Colombia, Ecuador",4.570868,-74.297333
Luker,Misterio,552,2010,58%,Colombia,3, ,"Colombia, Ecuador",4.570868,-74.297333
Luker,Santander,552,2010,65%,Colombia,3.5, ,Colombia,4.570868,-74.297333
Machu Picchu Trading Co.,Peru,721,2011,70%,Peru,1.5, ,Peru,-9.189967,-75.015152
Machu Picchu Trading Co.,Peru,552,2010,55%,Peru,2.25, ,Peru,-9.189967,-75.015152
Madecasse (Cinagra),Madagascar,284,2008,67%,Madagascar,3.5,Trinitario,Madagascar,-18.766947,46.869107
Madecasse (Cinagra),Madagascar,284,2008,70%,Madagascar,3.75,Trinitario,Madagascar,-18.766947,46.869107
Madecasse (Cinagra),Madagascar,284,2008,63%,Madagascar,4,Trinitario,Madagascar,-18.766947,46.869107
Madecasse (Cinagra),Madagascar,288,2008,75%,Madagascar,3.5,Trinitario,Madagascar,-18.766947,46.869107
Madre,Guadalcanal,1940,2017,73%,U.S.A.,3.5, ,Solomon Islands,37.09024,-95.712891
Madre,Puerto Rico,1085,2013,70%,U.S.A.,2.75, ,Puerto Rico,37.09024,-95.712891
Madre,Brazil,1085,2013,70%,U.S.A.,3.5, ,Brazil,37.09024,-95.712891
Madre,"Choobua, Kona",1089,2013,70%,U.S.A.,2.75, ,Hawaii,37.09024,-95.712891
Madre,"Xocunusco, Chiapas, Pichucalco",1089,2013,70%,U.S.A.,2.75, ,Mexico,37.09024,-95.712891
Madre,"Hamakua Coast, Kokoleka",991,2012,70%,U.S.A.,3.25, ,Hawaii,37.09024,-95.712891
Madre,"Criollo, Hawaii",995,2012,70%,U.S.A.,3.25,Criollo,Hawaii,37.09024,-95.712891
Madre,Kaua'i,995,2012,70%,U.S.A.,3.5, ,Hawaii,37.09024,-95.712891
Madre,Dominican,672,2011,70%,U.S.A.,2.5, ,Dominican Republic,37.09024,-95.712891
Madre,Upala,693,2011,70%,U.S.A.,2.75, ,Costa Rica,37.09024,-95.712891
Madre,"Chiapas, Triple Cacao",607,2010,72%,U.S.A.,2.75, ,Mexico,37.09024,-95.712891
Maglio,Africa,300,2008,75%,Italy,2, ,Tanzania,41.87194,12.56738
Maglio,Ecuador,308,2008,70%,Italy,3,Forastero (Nacional),Ecuador,41.87194,12.56738
Maglio,Cuba,308,2008,70%,Italy,3.25,Criollo,Cuba,41.87194,12.56738
Maglio,Santo Domingo,308,2008,70%,Italy,3.75,"Blend-Forastero,Criollo",Dominican Republic,41.87194,12.56738
Majani,Ecuador,531,2010,70%,Italy,2, ,Ecuador,41.87194,12.56738
Malagasy (Chocolaterie Robert),Sambirano 2006,184,2007,75%,Madagascar,2.75,Trinitario,Madagascar,-18.766947,46.869107
Malagasy (Chocolaterie Robert),Mora Mora 2006,184,2007,73%,Madagascar,3.5,Trinitario,Madagascar,-18.766947,46.869107
Malagos,"Davao, Mt. Talamo foothills",1121,2013,65%,Philippines,3.5,Trinitario,Philippines,12.879721,121.774017
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,55%,U.S.A.,3.5, ,Hawaii,37.09024,-95.712891
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,55%,U.S.A.,2.75,Blend,Hawaii,37.09024,-95.712891
Malmo,Chuao,1856,2016,70%,Sweden,3, ,Venezuela,60.12816100000001,18.643501
Mana,Ecuador,1446,2015,74%,U.S.A.,2.5, ,Ecuador,37.09024,-95.712891
Mana,Peru,1219,2014,74%,U.S.A.,2.5, ,Peru,37.09024,-95.712891
Mana,Venezuela,1219,2014,74%,U.S.A.,2.75, ,Venezuela,37.09024,-95.712891
Mana,Conacado,821,2012,74%,U.S.A.,3.75, ,Dominican Republic,37.09024,-95.712891
Manifesto Cacao,Colombia,1331,2014,70%,Colombia,2.75, ,Colombia,4.570868,-74.297333
Manoa,Markham Valley,1522,2015,72%,U.S.A.,3.5, ,Papua New Guinea,37.09024,-95.712891
Manoa,Coto Brus,1522,2015,72%,U.S.A.,3.75, ,Costa Rica,37.09024,-95.712891
Manoa,"Waiahole, O'ahu",1089,2013,72%,U.S.A.,3.75, ,Hawaii,37.09024,-95.712891
Manoa,"Liberia, #174",1003,2012,72%,U.S.A.,3.25, ,Liberia,37.09024,-95.712891
Manoa,"Hamakua, Hawaiian Crown, #176",1007,2012,72%,U.S.A.,2.75, ,Hawaii,37.09024,-95.712891
Manoa,Piura,1007,2012,72%,U.S.A.,3, ,Peru,37.09024,-95.712891
Manoa,"Oahu, Winward, #151, Maunawili district",1007,2012,72%,U.S.A.,3.25, ,Hawaii,37.09024,-95.712891
Manufaktura Czekolady,Johe,1844,2016,70%,Poland,3.75, ,Nicaragua,51.919438,19.145136
Manufaktura Czekolady,Peru,1848,2016,70%,Poland,3.5, ,Peru,51.919438,19.145136
Manufaktura Czekolady,Porcelana,1255,2014,70%,Poland,3.75,Criollo,Venezuela,51.919438,19.145136
Manufaktura Czekolady,Kolumbia,1279,2014,85%,Poland,3.5, ,Colombia,51.919438,19.145136
Manufaktura Czekolady,Grand Cru Dominican Republic,871,2012,70%,Poland,3.25, ,Dominican Republic,51.919438,19.145136
Manufaktura Czekolady,Grand Cru Ghana,871,2012,70%,Poland,3.5,Forastero,Ghana,51.919438,19.145136
Manufaktura Czekolady,Grand Cru Ecuador,875,2012,70%,Poland,3.25, ,Ecuador,51.919438,19.145136
Map Chocolate,"Ben Tre, Surprise Valley",1896,2016,75%,U.S.A.,3.25,Trinitario,Vietnam,37.09024,-95.712891
Map Chocolate,"ROIG, 2014",1474,2015,70%,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic,37.09024,-95.712891
Map Chocolate,"Maranon, 2014",1474,2015,62%,U.S.A.,3.5,Forastero (Nacional),Peru,37.09024,-95.712891
Map Chocolate,Ecuador,1478,2015,70%,U.S.A.,3.5,Trinitario,Ecuador,37.09024,-95.712891
Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",1606,2015,70%,U.S.A.,2.75,Trinitario,Trinidad,37.09024,-95.712891
Map Chocolate,"A case of the Xerces Blues, triple roast",1606,2015,70%,U.S.A.,3.5, ,Nicaragua,37.09024,-95.712891
Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",1606,2015,68%,U.S.A.,3.5,Criollo,Peru,37.09024,-95.712891
Map Chocolate,Colombia,1610,2015,75%,U.S.A.,2.75, ,Colombia,37.09024,-95.712891
Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",1610,2015,72%,U.S.A.,3, ,Tanzania,37.09024,-95.712891
Map Chocolate,Le Chocolat Chaud,1634,2015,78%,U.S.A.,3.5, ,Honduras,37.09024,-95.712891
Marana,Piura,1872,2016,70%,Peru,3, ,Peru,-9.189967,-75.015152
Marana,Cusco,1884,2016,70%,Peru,2.75, ,Peru,-9.189967,-75.015152
Marana,San Martin,1884,2016,70%,Peru,3, ,Peru,-9.189967,-75.015152
Marigold's Finest,Cacao Nib Crunch,1808,2016,75%,Canada,3.25, , ,56.130366,-106.346771
Marou,"Tan Phu Dong Island, Heart of Darkness",1650,2015,85%,Vietnam,3.25,Trinitario,Vietnam,14.058324,108.277199
Marou,Ben Tre,1650,2015,68%,Vietnam,3.5,Trinitario,Vietnam,14.058324,108.277199
Marou,"Dak Lak, Batch 2451",1650,2015,70%,Vietnam,3.75,Trinitario,Vietnam,14.058324,108.277199
Marou,"Tan Phu Dong, Treasure Island",1149,2013,75%,Vietnam,3.5,Trinitario,Vietnam,14.058324,108.277199
Marou,Ba Ria,845,2012,76%,Vietnam,3.5,Trinitario,Vietnam,14.058324,108.277199
Marou,Dong Nai,845,2012,72%,Vietnam,3.5,Trinitario,Vietnam,14.058324,108.277199
Marou,"Tien Giang, Gao Co-op",845,2012,70%,Vietnam,3.5,Trinitario,Vietnam,14.058324,108.277199
Marou,Ben Tre,849,2012,78%,Vietnam,3.5,Trinitario,Vietnam,14.058324,108.277199
Marou,Tien Giang,895,2012,80%,Vietnam,3,Trinitario,Vietnam,14.058324,108.277199
Marou,Lam Dong,955,2012,74%,Vietnam,3.5,Trinitario,Vietnam,14.058324,108.277199
Mars,"Matina 1-6, prototype",537,2010,65%,U.S.A.,3, ,Costa Rica,37.09024,-95.712891
Mars,Ivory Coast,544,2010,65%,U.S.A.,3, ,Ivory Coast,37.09024,-95.712891
Mars,Nigeria,544,2010,65%,U.S.A.,3.25, ,Nigeria,37.09024,-95.712891
Mars,"Ghana, prototype",544,2010,65%,U.S.A.,3.5,Forastero,Ghana,37.09024,-95.712891
Marsatta,Dominican Republic,1189,2013,74%,U.S.A.,2.25, ,Dominican Republic,37.09024,-95.712891
Marsatta,Dominican Republic,1189,2013,89%,U.S.A.,2.5, ,Dominican Republic,37.09024,-95.712891
Martin Mayer,Alto Beni,1836,2016,76%,Austria,2.75, ,Bolivia,47.516231,14.550072
Martin Mayer,Pisa,1836,2016,82%,Austria,3, ,Haiti,47.516231,14.550072
Martin Mayer,Tumaco,1836,2016,74%,Austria,3.25, ,Colombia,47.516231,14.550072
Mast Brothers,Guatemala,1450,2015,76%,U.S.A.,3, ,Guatemala,37.09024,-95.712891
Mast Brothers,Tanzania,1450,2015,74%,U.S.A.,3.25, ,Tanzania,37.09024,-95.712891
Mast Brothers,French Laundry 20th Anniversary,1359,2014,75%,U.S.A.,3.75,Blend,"Peru, Belize",37.09024,-95.712891
Mast Brothers,Shake Shack,959,2012,73%,U.S.A.,3.5,Blend,"Peru, Mad., Dom. Rep.",37.09024,-95.712891
Mast Brothers,Madagascar,999,2012,72%,U.S.A.,2.5,Trinitario,,37.09024,-95.712891
Mast Brothers,Chuao,999,2012,73%,U.S.A.,2.75,Trinitario,Venezuela,37.09024,-95.712891
Mast Brothers,Brooklyn Blend,672,2011,72%,U.S.A.,3.5, , ,37.09024,-95.712891
Mast Brothers,"Chuao, Med. Roast",701,2011,76%,U.S.A.,3,Trinitario,Venezuela,37.09024,-95.712891
Mast Brothers,"Chuao, Dark Roast",709,2011,70%,U.S.A.,3,Trinitario,Venezuela,37.09024,-95.712891
Mast Brothers,"Chuao, Light Roast",713,2011,81%,U.S.A.,2.75,Trinitario,Venezuela,37.09024,-95.712891
Mast Brothers,Moho River,773,2011,70%,U.S.A.,3.5,Trinitario,Belize,37.09024,-95.712891
Mast Brothers,Papua New Guinea,777,2011,71%,U.S.A.,2.75, ,Papua New Guinea,37.09024,-95.712891
Mast Brothers,San Martin,777,2011,75%,U.S.A.,3, ,Peru,37.09024,-95.712891
Mast Brothers,Conacado,777,2011,73%,U.S.A.,3.25, ,Dominican Republic,37.09024,-95.712891
Mast Brothers,"La Red de Guanconejo, N. Highlands coop",777,2011,74%,U.S.A.,3.75, ,Dominican Republic,37.09024,-95.712891
Mast Brothers,Patanemo,572,2010,81%,U.S.A.,2.75,Criollo,Venezuela,37.09024,-95.712891
Mast Brothers,Ocumare de la Costa,572,2010,75%,U.S.A.,3, ,Venezuela,37.09024,-95.712891
Mast Brothers,"Dominican Republic, Coop",572,2010,70%,U.S.A.,3.25, ,Dominican Republic,37.09024,-95.712891
Matale,"Malekula P., 2013",1177,2013,72%,Australia,3.5,Trinitario,Vanuatu,-25.274398,133.775136
Matale,"Somia, 2013",1177,2013,68%,Australia,4,Trinitario,Madagascar,-25.274398,133.775136
Matale,"Kulili P., 2013",1177,2013,74%,Australia,4,Trinitario,Papua New Guinea,-25.274398,133.775136
Matale,Blend,1181,2013,70%,Australia,3.75,Trinitario,"PNG, Vanuatu, Mad",-25.274398,133.775136
Maverick,Maya Mountain,1367,2014,70%,U.S.A.,3.25,Trinitario,Belize,37.09024,-95.712891
Maverick,Elvesia,1367,2014,70%,U.S.A.,3.25, ,Dominican Republic,37.09024,-95.712891
Maverick,Tumbes,1430,2014,82%,U.S.A.,3.25,Criollo,Peru,37.09024,-95.712891
Maverick,"Morropon, Norandiono Coop, Piura",1430,2014,63%,U.S.A.,3.5,Criollo,Peru,37.09024,-95.712891
Mayacama,Hispaniola,1728,2016,72%,U.S.A.,3, ,Domincan Republic,37.09024,-95.712891
Meadowlands,Bolivia,1287,2014,70%,U.S.A.,2.5, ,Bolivia,37.09024,-95.712891
Meadowlands,Venezuela,1287,2014,70%,U.S.A.,2.75, ,Venezuela,37.09024,-95.712891
Meadowlands,Belize,1287,2014,70%,U.S.A.,3,Trinitario,Belize,37.09024,-95.712891
Meadowlands,"Nicaragua, w/ inbs",1291,2014,70%,U.S.A.,3, ,Nicaragua,37.09024,-95.712891
Meadowlands,Dominican Republic,1291,2014,70%,U.S.A.,3.5, ,Dominican Republic,37.09024,-95.712891
Menakao (aka Cinagra),Madagascar,837,2012,80%,Madagascar,2.5,Trinitario,Madagascar,-18.766947,46.869107
Menakao (aka Cinagra),Madagascar,841,2012,72%,Madagascar,2.5,Trinitario,Madagascar,-18.766947,46.869107
Mesocacao,El Salvador,1494,2015,80%,Honduras,2.75, ,El Salvador,15.199999,-86.241905
Mesocacao,El Salvador,1494,2015,70%,Honduras,3, ,El Salvador,15.199999,-86.241905
Mesocacao,Honduras,1347,2014,80%,Honduras,3.25, ,Honduras,15.199999,-86.241905
Mesocacao,Honduras,1347,2014,70%,Honduras,3.5, ,Honduras,15.199999,-86.241905
Mesocacao,"La Tronca, Matagalpa",1351,2014,70%,Honduras,3.25, ,Nicaragua,15.199999,-86.241905
Mesocacao,"La Tronca, Matagalpa",1351,2014,80%,Honduras,3.5, ,Nicaragua,15.199999,-86.241905
Metiisto,"Fazenda Sempre Firme P., Bahia",1267,2014,70%,Sweden,3, ,Brazil,60.12816100000001,18.643501
Metiisto,Akesson Estate,1267,2014,72%,Sweden,3.5,Trinitario,Madagascar,60.12816100000001,18.643501
Metropolitan,South America,1688,2015,70%,Amsterdam,3.5,Trinitario,South America,52.3666969,4.8945398
Michel Cluizel,"Chiapas, Mokaya P.",963,2012,66%,France,3.75, ,Mexico,46.227638,2.213749
Michel Cluizel,"Carenero Superior, Concepcion",117,2007,66%,France,3.5,Trinitario,Venezuela,46.227638,2.213749
Michel Cluizel,Vila Gracinda,135,2007,67%,France,3.5,Forastero,Sao Tome,46.227638,2.213749
Michel Cluizel,Carre Amer,24,2006,60%,France,2, , ,46.227638,2.213749
Michel Cluizel,Carre Grand Noir,24,2006,85%,France,2, , ,46.227638,2.213749
Michel Cluizel,Tamarina,24,2006,70%,France,3,Forastero,Sao Tome,46.227638,2.213749
Michel Cluizel,Los Ancones P.,24,2006,67%,France,4, ,Dominican Republic,46.227638,2.213749
Michel Cluizel,Mangaro P.,24,2006,65%,France,4,Trinitario,Madagascar,46.227638,2.213749
Michel Cluizel,Maralumi P.,24,2006,64%,France,4, ,Papua New Guinea,46.227638,2.213749
Michel Cluizel,Noir Infini,81,2006,99%,France,2, , ,46.227638,2.213749
Middlebury,Maya Mountain,1490,2015,80%,U.S.A.,3.5,Trinitario,Belize,37.09024,-95.712891
Middlebury,San Juan Estate,1490,2015,70%,U.S.A.,3.5,Trinitario,Trinidad,37.09024,-95.712891
Middlebury,Oko Caribe,1490,2015,75%,U.S.A.,3.75, ,Dominican Republic,37.09024,-95.712891
Middlebury,"Patanemo, Epoch, Donaldo",1490,2015,75%,U.S.A.,3.75, ,Venezuela,37.09024,-95.712891
Middlebury,Kokoa Kamili,1538,2015,75%,U.S.A.,3.25, ,Tanzania,37.09024,-95.712891
Middlebury,"Matagalpa, Cacao Bisiesto",1538,2015,70%,U.S.A.,3.5, ,Nicaragua,37.09024,-95.712891
Middlebury,La Red,1117,2013,75%,U.S.A.,2.5, ,Dominican Republic,37.09024,-95.712891
Middlebury,Belize,1117,2013,80%,U.S.A.,3.25,Trinitario,Belize,37.09024,-95.712891
Middlebury,Houseblend,887,2012,65%,U.S.A.,1.5, , ,37.09024,-95.712891
Middlebury,Alto Beni,887,2012,75%,U.S.A.,2,Criollo,Bolivia,37.09024,-95.712891
Middlebury,"Balinese, Java",887,2012,70%,U.S.A.,2.5,Criollo,Indonesia,37.09024,-95.712891
Millcreek Cacao Roasters,Ecuador,1073,2013,70%,U.S.A.,2.5,Forastero (Nacional),Ecuador,37.09024,-95.712891
Millcreek Cacao Roasters,Ecuador,825,2012,70%,U.S.A.,3.5, ,Ecuador,37.09024,-95.712891
Mindo,Ecuador,607,2010,67%,U.S.A.,2.75, ,Ecuador,37.09024,-95.712891
Mindo,Ecuador,607,2010,77%,U.S.A.,2.75, ,Ecuador,37.09024,-95.712891
Minimal,"Acul-du-Nord, 2015",1920,2016,70%,Japan,3.5,"Criollo, Trinitario",Haiti,36.204824,138.252924
Mission,"Fazenda Camboa, Bahia",1880,2016,75%,Brazil,3.75, ,Brazil,-14.235004,-51.92528
Mission,"Bahia, Fazenda Venturosa",1626,2015,70%,Brazil,3.5,Forastero (Parazinho),Brazil,-14.235004,-51.92528
Mita,Tumaco,955,2012,65%,Colombia,2.5, ,Colombia,4.570868,-74.297333
Moho,"Toledo District, w/ nibs",1026,2013,73%,U.S.A.,3.25,Trinitario,Belize,37.09024,-95.712891
Moho,Toledo District,1030,2013,72%,U.S.A.,3,Trinitario,Belize,37.09024,-95.712891
Moho,"Umoho R., Toledo District, San Felipe",607,2010,67%,U.S.A.,2.75,Trinitario,Belize,37.09024,-95.712891
Molucca,La Red,1614,2015,70%,U.S.A.,3, ,Domincan Republic,37.09024,-95.712891
Molucca,Indonesia,1618,2015,70%,U.S.A.,2.75, ,Indonesia,37.09024,-95.712891
Molucca,Peru,1618,2015,70%,U.S.A.,3.25, ,Peru,37.09024,-95.712891
Momotombo,Matagalpa,661,2011,70%,Nicaragua,2.75, ,Nicaragua,12.865416,-85.207229
Momotombo,Mombacho,661,2011,70%,Nicaragua,2.75, ,Nicaragua,12.865416,-85.207229
Momotombo,Oscuro,772,2011,70%,Nicaragua,3.25, ,Nicaragua,12.865416,-85.207229
Monarque,Oko Caribe,1812,2016,72%,Canada,3.5, ,Dominican Republic,56.130366,-106.346771
Monsieur Truffe,Papaua New Guinea,1391,2014,70%,Australia,3.25, ,Papua New Guinea,-25.274398,133.775136
Montecristi,Manabi,1654,2015,70%,Ecuador,3.25, ,Ecuador,-1.831239,-78.18340599999999
Montecristi,Manabi,1654,2015,63%,Ecuador,3.5, ,Ecuador,-1.831239,-78.18340599999999
Montecristi,Manabi,1658,2015,85%,Ecuador,3.5, ,Ecuador,-1.831239,-78.18340599999999
Muchomas (Mesocacao),Nicaragua,1462,2015,70%,U.S.A.,3.5, ,Nicaragua,37.09024,-95.712891
Muchomas (Mesocacao),Nicaragua,1462,2015,80%,U.S.A.,3.5, ,Nicaragua,37.09024,-95.712891
Mutari,"Kokoa Kamili, batch 1 SRB",1896,2016,68%,U.S.A.,2.75, ,Tanzania,37.09024,-95.712891
Mutari,"Oko Caribe, batch 1 SRB",1896,2016,71%,U.S.A.,2.75, ,Domincan Republic,37.09024,-95.712891
Mutari,"Ambanja, batch 1 SRB",1900,2016,68%,U.S.A.,2.75, ,Madagascar,37.09024,-95.712891
Mutari,"Tien Giang, batch 1 SRB",1900,2016,80%,U.S.A.,3,Trinitario,Vietnam,37.09024,-95.712891
Nahua,"Costa Rica, Oscuro",1049,2013,58%,Costa Rica,2.5, ,Costa Rica,9.748916999999999,-83.753428
Nahua,"Costa Rica, Oscuro",1049,2013,70%,Costa Rica,3, ,Costa Rica,9.748916999999999,-83.753428
Naive,Trinidad & Tobago,1046,2013,70%,Lithuania,3.75, ,"Trinidad, Tobago",55.169438,23.881275
Naive,"Maranon Canyon, Fortunato No. 4",1133,2013,78%,Lithuania,3.75,Forastero (Nacional),Peru,55.169438,23.881275
Naive,Grenada,867,2012,71%,Lithuania,2.5,Trinitario,Grenada,55.169438,23.881275
Na�ve,Nicaragua,1379,2014,70%,Lithuania,3.25,Criollo,Nicaragua,55.169438,23.881275
Na�ve,Chuao,1399,2014,75%,Lithuania,2.75,Trinitario,Venezuela,55.169438,23.881275
Na�ve,Barinas,1399,2014,70%,Lithuania,3, ,Venezuela,55.169438,23.881275
Nanea,Criollo Blend,1007,2013,85%,U.S.A.,3.5, ,Hawaii,37.09024,-95.712891
Nathan Miller,Peru,1403,2014,72%,U.S.A.,2.25, ,Peru,37.09024,-95.712891
Nathan Miller,Hispaniola,1403,2014,70%,U.S.A.,2.5, ,Dominican Republic,37.09024,-95.712891
Nathan Miller,Madagascar,1403,2014,73.5%,U.S.A.,2.5,Trinitario,Madagascar,37.09024,-95.712891
Nathan Miller,Ghana,1403,2014,70%,U.S.A.,3.5,Forastero,Ghana,37.09024,-95.712891
Neuhaus (Callebaut),Papua New Guinea,531,2010,70%,Belgium,2.5,Criollo,Papua New Guinea,50.503887,4.469936
Neuhaus (Callebaut),Manickchand Estate,230,2008,67%,Belgium,3.75,Trinitario,Trinidad,50.503887,4.469936
Neuhaus (Callebaut),Dark,135,2007,73%,Belgium,1, , ,50.503887,4.469936
Neuhaus (Callebaut),West Africa,15,2006,73%,Belgium,2,Forastero,West Africa,50.503887,4.469936
Neuhaus (Callebaut),Sao Tome,15,2006,75%,Belgium,2.75,Forastero,Sao Tome,50.503887,4.469936
Neuhaus (Callebaut),Ocumare,24,2006,71%,Belgium,3,Criollo,Venezuela,50.503887,4.469936
Nibble,Patanemo,1526,2015,72%,U.S.A.,2.25,Criollo,Venezuela,37.09024,-95.712891
Nibble,Elvesia P.,1526,2015,72%,U.S.A.,2.75,Trinitario,Dominican Republic,37.09024,-95.712891
Nibble,"Ambanja, Sambirano Valley",1526,2015,72%,U.S.A.,3,Trinitario,Madagascar,37.09024,-95.712891
Nibble,Tumbes,1526,2015,72%,U.S.A.,3,Criollo,Peru,37.09024,-95.712891
Night Owl,Peru,1022,2013,75%,U.S.A.,2.75, ,Peru,37.09024,-95.712891
Night Owl,Ecuador,1022,2013,75%,U.S.A.,3.5, ,Ecuador,37.09024,-95.712891
Noble Bean aka Jerjobo,Ghana,1295,2014,75%,U.S.A.,3,Forastero,Ghana,37.09024,-95.712891
Noble Bean aka Jerjobo,Moho Valley,1299,2014,75%,U.S.A.,3,Trinitario,Belize,37.09024,-95.712891
Noble Bean aka Jerjobo,Maranon Canyon,1299,2014,75%,U.S.A.,3.25,Forastero (Nacional),Peru,37.09024,-95.712891
Noir d' Ebine,Venezuela,837,2012,70%,U.S.A.,3, ,Venezuela,37.09024,-95.712891
Noir d' Ebine,Ecuador,841,2012,70%,U.S.A.,3, ,Ecuador,37.09024,-95.712891
Nova Monda,"La Patriota, cacao Indio, purple label",931,2012,70%,Nicaragua,3, ,Nicaragua,12.865416,-85.207229
Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",935,2012,75%,Niacragua,2.75, ,Nicaragua,12.865416,-85.207229
Nova Monda,"Punta Galera, cacao Nacional, gold label",935,2012,80%,Nicaragua,3.25,Forastero (Nacional),Ecuador,12.865416,-85.207229
Nuance,"Ghana, 2013",1454,2015,70%,U.S.A.,3.75,Forastero,Ghana,37.09024,-95.712891
Nuance,"Ecuador, 2013",1458,2015,70%,U.S.A.,2.75,Trinitario,Ecuador,37.09024,-95.712891
Nuance,"Canoabo, 2013",1458,2015,70%,U.S.A.,3,Criollo,Venezuela,37.09024,-95.712891
Nuance,"Sambirano Valley, 2012",1458,2015,70%,U.S.A.,3.5,Trinitario,Madagascar,37.09024,-95.712891
Nuance,La Red,1470,2015,70%,U.S.A.,3.75, ,Dominican Republic,37.09024,-95.712891
Nugali,Fazenda Leolinda,1876,2016,70%,Brazil,3.5,Trinitario (Scavina),Brazil,-14.235004,-51.92528
Oakland Chocolate Co.,Jamaica,478,2010,70%,U.S.A.,2.5,Trinitario,Jamaica,37.09024,-95.712891
Obolo,Pangoa,1638,2015,70%,Chile,3.75,Criollo,Peru,-35.675147,-71.542969
Obolo,"Pangoa, w/ nibs",1638,2015,70%,Chile,3.75,Criollo,Peru,-35.675147,-71.542969
Ocelot,Virunga,1558,2015,70%,Scotland,3.75,Forastero,Congo,56.49067119999999,-4.2026458
Ocelot,Piura,1558,2015,75%,Scotland,4,Criollo,Peru,56.49067119999999,-4.2026458
Ocho,Sang Yum Coop,1760,2016,100%,New Zealand,2.75, ,Samoa,-40.900557,174.885971
Ocho,Sang Yum Coop,1760,2016,70%,New Zealand,3.5, ,Samoa,-40.900557,174.885971
Ocho,"PNG, Devotion",1411,2014,66%,New Zealand,2.75, ,Papua New Guinea,-40.900557,174.885971
Ocho,"PNG, Revolution",1411,2014,70%,New Zealand,3, ,Papua New Guinea,-40.900557,174.885971
Ocho,"PNG, Voodoo",1411,2014,88%,New Zealand,3.25, ,Papua New Guinea,-40.900557,174.885971
Ocho,"PNG, Nib Bar",1411,2014,74%,New Zealand,3.5, ,Papua New Guinea,-40.900557,174.885971
Ohiyo,"San Juan Estate, Gran Couva",1594,2015,70%,U.S.A.,2.75,Trinitario,Trinidad,37.09024,-95.712891
Ohiyo,Tanzania,1598,2015,70%,U.S.A.,3, ,Tanzania,37.09024,-95.712891
Oialla by Bojessen (Malmo),"Sylvestre, Oialla",761,2011,70%,Germany,3.5,Criollo,Bolivia,51.165691,10.451526
Olive and Sinclair,Dominican Republic prototype,486,2010,72%,U.S.A.,3, ,Dominican Republic,37.09024,-95.712891
Olive and Sinclair,Ghana prototype,486,2010,72%,U.S.A.,3,Forastero,Ghana,37.09024,-95.712891
Olive and Sinclair,Dark 67,457,2009,67%,U.S.A.,2.75, ,"Ghana, Domin. Rep",37.09024,-95.712891
Olive and Sinclair,Dark 75,457,2009,75%,U.S.A.,3, ,"Ghana, Domin. Rep",37.09024,-95.712891
Olivia,Carribean-Raw,688,2011,76%,Canada,2, ,Carribean,56.130366,-106.346771
Olivia,Carribean,688,2011,76%,Canada,2.75, ,Carribean,56.130366,-106.346771
Olivia,Carribean,688,2011,85%,Canada,2.75, ,Carribean,56.130366,-106.346771
Olivia,Carribean-Raw,688,2011,85%,Canada,3, ,Carribean,56.130366,-106.346771
Omanhene,Ghana,693,2011,80%,Ghana,2.75,Forastero,Ghana,7.946527,-1.023194
Omnom,"Kakao Kamili, Kilombero Valley",1816,2016,70%,Iceland,3.75,Trinitario,Tanzania,64.963051,-19.020835
Omnom,Papua New Guinea,1247,2014,70%,Iceland,3, ,Papua New Guinea,64.963051,-19.020835
Omnom,Madagascar,1247,2014,66%,Iceland,3.5,Trinitario,Madagascar,64.963051,-19.020835
organicfair,Maya Mountain,1161,2013,74%,Canada,2.75,Trinitario,Belize,56.130366,-106.346771
organicfair,La Red,1165,2013,72%,Canada,2.75, ,Dominican Republic,56.130366,-106.346771
organicfair,Nicaraqua,1165,2013,72%,Canada,2.75,Trinitario,Nicaragua,56.130366,-106.346771
organicfair,Caribe,1165,2013,72%,Canada,3, ,Dominican Republic,56.130366,-106.346771
organicfair,Mindo,1165,2013,72%,Canada,3,Trinitario,Ecuador,56.130366,-106.346771
Original Beans (Felchlin),Papua Kerafat,1438,2014,68%,Switzerland,2.75, ,Papua New Guinea,46.818188,8.227511999999999
